age,pos,TS%,TRB%,3PAr,FTAr
29,PF,55.6,13.9,10.7,19.7
22,PF,53.9,11.3,25.6,30.9
34,PG,48.9,6.8,19.4,16.9
27,C,62.5,18.8,4.4,33.1
29,PF,51.3,7.2,46.4,19.9
26,SF,56.2,6.3,41.8,16.2
25,PG,56.3,5,27.3,14.8
21,PG,42.8,6.5,22.5,25
23,SG,53.2,9.8,42.2,14.3
24,SG,50.4,4.3,55.9,44.1
22,PF,51.6,10.9,63.2,8.8
23,SF,57.2,11.3,33,27
23,PF,50.1,9.5,12.5,25
23,C,59.5,15.9,6.2,34.6
31,PG,40.3,6,20.8,28.3
32,C,51,19.4,0,40
28,SF,0,0,0,0
29,PG,52.4,15.3,19.3,33.6
27,SF,57,8.6,45.4,30.7
33,PF,50.3,10,40.6,16.5
24,C,63,15.3,0.3,40.2
23,PF,60.7,10.7,24.1,52.6
33,PG,49.4,6.3,41.7,8
28,PF,55.5,8.4,64.3,17.3
24,SG,56.7,5.6,75.9,15.8
26,SG,54.3,9.9,22.2,23.5
26,PF,41.7,9.1,63.2,11
19,SG,54.5,3.4,71,5.9
31,SG,56.5,6.6,46.5,27.1
22,C,57.5,11.7,0,51.3
37,PF,62.7,14.8,0,68.4
29,SF,43,9.4,23.8,61.9
22,SG,54.5,9.9,45.5,0
21,PG,50,18.5,0,0
27,SF,54.5,7.6,43.3,30
29,PG,49.3,16.2,26.1,24.8
24,C,60.9,11.9,0,28.3
33,PF,45.2,9.3,38.9,20.8
31,SG,66.9,4.5,44,24
23,PF,54,7.9,22.9,31.4
24,SG,57.5,7.7,65,10
33,PG,48.6,8.7,45.2,6.5
28,PF,66.7,10,66.7,0
26,PF,52.1,8.3,0,100
19,SG,150,8.8,100,0
22,C,0,0,0,0
28,SG,55.5,6.5,26.8,31.7
22,PF,53,13.2,39.5,26
25,SF,57.7,5.4,41.8,21.6
30,PG,61.5,5,50.4,35
27,C,53.3,17.1,24.3,11.2
22,SF,54.4,9.3,43.3,17
25,C,55.6,17.2,0.3,44.6
27,PG,51.8,6.7,33.6,23.4
23,PG,56.4,7.6,14.6,24.9
23,SF,48,7.4,21.1,21.6
32,SG,51.6,5.3,43.2,16
30,C,53.9,10.8,66.8,15.8
26,SG,50.5,6.7,48.7,18.8
25,C,58.2,17.1,0,48.4
20,PF,46.5,10.2,31.7,17.2
23,SG,42.3,5.1,48.6,14
25,SG,45.7,7.5,36.7,15.2
26,PF,83.1,11.5,30,60
21,SG,41.7,6.3,33.3,0
21,PG,55.7,13,1.1,34.2
27,SF,56.3,9.2,65.8,16.3
23,PF,58.2,12.1,44.8,23.3
33,SG,61.4,4.5,52.3,24.8
23,C,57.3,19.4,20.3,44.2
25,PG,54.5,7.1,14.7,9.3
30,C,57.5,15.2,12.3,32.7
29,SG,54.6,4.7,55.7,16.8
22,SF,51.1,4.8,59.2,21.7
24,C,58.5,15.2,12.9,23.2
31,SG,62.8,3.7,53,19.4
30,PF,53.7,15,39.2,21.2
24,SF,54,9.6,51,18.8
30,PF,61.8,13.3,6.4,35.8
19,SG,41.6,9.2,0.9,18.9
20,SG,38.6,7.4,60.7,14.3
22,SG,51.1,1.8,71.4,42.9
24,SG,41,1.2,25,50
22,C,46.5,19.4,0,44.4
25,PF,50.8,6,100,28.6
23,PG,82,3.2,25,50
27,PG,14.3,3.6,42.9,0
28,PG,50,0,50,0
21,PG,54.1,13.6,0.8,46.4
33,SG,59.3,2.3,55.6,31.1
23,PF,54.6,11.9,37.1,28.6
27,SF,45,10.1,57.8,19.3
23,C,51.9,19.4,21,44.2
31,SG,53.9,4.1,43.4,29.2
30,PF,49.9,17.4,36.9,25
25,PG,72,9,8.3,13.9
30,C,56,13.1,0,23.8
24,SF,50,14.6,87.5,0
19,SG,28.5,7,0,57.1
24,C,0,4.9,0,0
29,SG,0,0,0,0
20,SG,150,0,100,0
24,SF,54.1,8.3,8.5,24
20,PF,52.4,9.3,66.5,10.5
20,SF,48,9.6,23.3,29.9
21,SG,56.1,7,36.4,31.2
22,PG,46.5,4.1,26.5,18.3
26,SG,58.3,4.2,79.7,11.1
20,PF,50.9,13.8,39.8,33.1
24,C,61.2,19.8,0.8,61.1
35,C,65.8,19.4,0,49.7
32,PF,55.3,7.3,65.6,28.7
27,PG,47.6,7.1,31.1,26.9
23,PG,48.1,9.7,12,25.8
27,C,64.2,18.4,0,29.7
26,PG,54.3,5.6,48.5,37.5
24,SG,53.3,10.1,45,24
24,PG,54,8.5,21,30.6
22,SG,38.8,8.6,50,15.8
22,PF,52.3,8.8,78.4,13.5
24,PG,34.9,6.2,31.7,26.8
28,PG,50.9,4.5,32.5,35
25,PF,45.5,16.8,0,50
20,SF,67.8,6.5,50,150
26,SG,53.6,6,31.6,16.6
27,PG,59.4,6.6,44.5,38
23,C,52.8,18.5,0.7,28.7
27,PF,52.2,13.8,58.2,13.7
29,SF,52,6.5,22.9,18.5
26,PG,54.4,6,41.1,26
25,SG,53.9,5.9,53.8,11.3
28,C,60.7,21.3,0.3,38
24,SF,59.6,7,39.7,19.9
20,C,47.5,11.5,39.1,14.5
22,PF,54.3,19.1,6.3,32.3
25,C,67.6,15,33.3,14.1
20,PF,44.9,15.6,13.3,30
23,SF,35.2,5.5,42.6,6.4
21,PG,74.8,5.5,23.8,47.6
20,C,100,13.6,0,0
27,PG,47.1,6.1,42.3,23.9
26,SG,61,2.9,33.8,16.9
27,PF,65.2,15.2,57.7,3.8
23,C,53.6,18.8,0,28.2
29,SF,41.3,7.6,21.2,6.1
28,C,46.8,24.9,0,40
20,C,44.1,9.5,46.7,13.3
25,SG,50.4,3.8,66.7,13.3
24,SF,61.5,8.4,46.2,0
26,PG,46.3,3.2,36.4,18.2
21,PG,41,8.7,25,50
23,SF,100,6.9,0,0
25,C,100,27.7,0,0
20,PF,39.9,13.8,50,200
25,SG,55.6,5.8,42.6,15.4
24,C,52.9,14.2,1.6,32
20,PG,47.8,5.7,19.2,24.5
25,SG,55.7,8.6,43.7,8.7
31,SG,53.6,5.4,47.7,16.4
36,PF,52.9,15,19.3,14
22,SF,52.1,7.1,44.2,8.6
28,C,56.6,19.3,0,19
21,PF,51.3,13.2,11.1,25.8
31,PG,59.7,5.8,39.3,30.4
41,SF,52.3,8.2,58.3,13.1
23,PG,48,7.5,22.6,30.3
24,SF,58.5,12.9,12.3,19.8
22,SG,44.5,5.9,44.3,25
20,C,41.5,17.4,0,0
23,SF,31.2,11.9,42.9,7.1
22,SF,41.1,12,51.7,20.7
26,PF,56.6,19.6,0,70.4
32,C,57,14,6.8,29.6
29,PG,55.8,4.1,60.7,17.3
24,SF,58.2,11.1,13,33.3
37,C,53.9,19,19.1,33.3
30,SG,50.9,7.7,57,11.6
21,PG,48.5,14.6,5.6,24.3
24,SG,52.5,4,45.9,14.5
40,SG,55.3,6.1,41.5,28.3
31,PF,54.5,13.1,22,27
25,PF,58.8,7.8,68.9,13.4
35,PG,49.8,4.9,9.5,20.1
26,SG,50.4,6.5,42.5,33.9
26,C,53.6,17.8,2.6,24.7
26,SF,57.2,11.1,31.5,34.2
23,PG,64.6,10.4,39.4,60.6
24,SG,36.2,4.1,31.6,36.8
24,C,50,15.6,0,0
32,C,59.9,14.7,6.3,52.5
29,PG,56.6,3.4,61.4,8.8
31,PF,44.2,9.9,27.7,13.8
40,SG,53.8,7.9,48.6,29.7
30,SG,35,6,66.7,0
21,PG,55.8,12.4,19.4,29
37,C,61.5,15.1,15,50
25,PF,37.2,7.6,88.9,61.1
24,SF,62,10.1,20,20
35,PG,41.2,3.4,13.5,18.9
24,SG,42.3,3.1,52.9,41.2
23,PG,58.3,0,33.3,0
26,C,100,9.4,0,0
26,SG,0,18.8,0,0
28,SG,55.5,6.5,20.3,39.6
31,PG,59.8,9.7,63.1,27.6
28,PF,57.4,12.8,37.9,15.1
25,C,62.8,21.4,10.8,30.7
23,PF,54.9,12.1,26.5,17.5
22,C,66.2,14.4,0.5,26.3
23,PG,55.6,6.8,47.9,18.5
20,SF,58.7,7,56.9,17.9
25,PG,57.4,7.7,35.4,27.1
30,SF,54.5,6.4,75.8,16.2
24,SG,49.2,6.3,49.7,10.4
25,C,66.1,11.7,23.8,35
27,PG,45.9,6,35.3,5.9
24,SF,63.8,6.7,75,14.3
25,SF,64.3,7.4,60,20
22,SF,0,8,100,0
23,SF,150,0,100,0
22,SG,50,11.2,50,0
31,PG,65.9,7.3,53.4,27.1
28,SG,51.1,6.2,17.6,26.6
28,PF,53.3,13.9,33.3,30.6
25,C,59.9,26.3,4.7,31.8
20,SF,69.5,5.4,55.8,21.2
30,SF,61.5,6.5,63.4,22.5
25,PG,57.3,6.3,30.9,23.5
23,PF,66.3,12.3,9.8,48.8
22,C,62.2,15.7,3.2,61.3
23,PG,48.2,5.4,71.8,20.5
24,SG,38.1,3.1,50,28.6
27,PG,41.4,12.7,50,20
25,C,26.6,2.5,0,200
21,SG,54.1,6.4,40.4,21.8
30,SF,62.3,7.6,64.6,11.6
27,PG,53.7,8.8,33,30.7
26,C,59.3,14.6,9,30.6
25,C,65.7,18.8,0,67.3
24,SF,54,11.7,41.5,26.8
30,PF,58.6,12.3,46,16.7
25,SG,55.1,5.8,47.5,17.6
26,SG,52.7,10.3,34.3,30
30,C,56,10.5,0.8,46.7
33,SF,59.1,11.3,35,22.5
27,SF,49.9,7.8,51.5,19
36,SF,49.2,8.7,37.2,10.6
25,PG,55,5.6,31.1,23.2
22,PG,56.6,6.3,20.7,35.6
24,PF,37.9,16,36.4,18.2
20,C,33.7,21.5,9.1,18.2
26,PG,16.7,6,0,0
26,PG,105,0,100,133.3
24,SF,0,7.1,50,0
24,SG,150,0,100,0
21,SG,51.2,8.5,32.9,17.7
25,C,66.2,16.6,0,69
30,SF,62.3,6.8,63.6,14
27,SF,45.7,9.3,61.1,25.9
26,C,61.8,10.7,7.4,48.5
24,SF,60.6,7.9,50,33.9
27,PG,47.1,13.1,40.5,29.1
26,SG,58.1,10.8,31.3,23.4
22,PG,55.1,6.6,17.1,29.3
30,PF,47.8,10.9,31.6,10.5
25,PG,41.7,7.5,30.4,21.7
30,C,36.2,7.7,0,400
26,PG,33.3,9,33.3,0
20,C,50,26.9,0,0
24,SG,56.4,6.9,35.7,24.9
24,SF,60.2,11.4,35.4,14.5
22,SF,53.4,9.2,46.7,29.5
33,C,54.6,17,0,29.1
28,PF,56.6,11.8,30.1,18.6
26,SG,61.5,8,26.3,25
27,PG,51.5,6,25,36.1
29,PF,59.9,9.9,31.1,14.5
31,C,60.1,15.4,0.8,51.6
30,SG,54.8,6.4,53.4,29.8
27,PG,47.5,7.8,32.6,17.4
31,C,45.5,10.5,27.8,18.3
31,PG,53.3,5,23.4,65.6
22,PF,47.8,15.7,19,33.3
22,SF,33.3,21.7,0,0
27,PG,52.8,8.7,16.5,37
24,SG,58.8,5.5,41.7,21.3
28,PF,55.2,14.8,24.5,20.4
33,C,56.4,14.2,0,16.3
24,SF,56.2,9.4,29.3,19.5
22,SF,50.1,9.3,39.6,37.5
29,PF,74.5,9.9,26.8,14.6
30,PG,50.6,8.1,30.8,23.1
26,SG,23.7,8.9,23.1,30.8
31,C,79.6,12.6,0,78.6
27,PG,0,9.9,0,0
31,C,0,0,0,0
